vdc,ward,parcel_id,landuse
औरैया,3,163,कृषि क्षेत्र
औरैया,3,165,कृषि क्षेत्र
औरैया,3,166,कृषि क्षेत्र
औरैया,3,167,कृषि क्षेत्र
औरैया,3,168,कृषि क्षेत्र
औरैया,3,169,कृषि क्षेत्र
औरैया,3,170,कृषि क्षेत्र
औरैया,3,171,कृषि क्षेत्र
औरैया,3,173,कृषि क्षेत्र
औरैया,3,175,कृषि क्षेत्र
औरैया,3,176,कृषि क्षेत्र
औरैया,3,177,कृषि क्षेत्र
औरैया,3,181,आवासीय क्षेत्र
औरैया,3,182,आवासीय क्षेत्र
औरैया,3,183,कृषि क्षेत्र
औरैया,3,185,कृषि क्षेत्र
औरैया,3,187,कृषि क्षेत्र
औरैया,3,188,कृषि क्षेत्र
औरैया,3,189,कृषि क्षेत्र
औरैया,3,190,कृषि क्षेत्र
औरैया,3,192,कृषि क्षेत्र
औरैया,3,193,कृषि क्षेत्र
औरैया,3,194,कृषि क्षेत्र
औरैया,3,195,कृषि क्षेत्र
औरैया,3,197,आवासीय क्षेत्र
औरैया,3,198,आवासीय क्षेत्र
औरैया,3,199,आवासीय क्षेत्र
औरैया,3,200,कृषि क्षेत्र
औरैया,3,201,कृषि क्षेत्र
औरैया,3,202,कृषि क्षेत्र
औरैया,3,203,कृषि क्षेत्र
औरैया,3,203,कृषि क्षेत्र
औरैया,3,203,कृषि क्षेत्र
औरैया,3,204,कृषि क्षेत्र
औरैया,3,205,आवासीय क्षेत्र
औरैया,3,206,कृषि क्षेत्र
औरैया,3,207,कृषि क्षेत्र
औरैया,3,208,कृषि क्षेत्र
औरैया,3,209,कृषि क्षेत्र
औरैया,3,210,कृषि क्षेत्र
औरैया,3,212,कृषि क्षेत्र
औरैया,3,213,कृषि क्षेत्र
औरैया,3,214,कृषि क्षेत्र
औरैया,3,215,कृषि क्षेत्र
औरैया,3,217,कृषि क्षेत्र
औरैया,3,218,कृषि क्षेत्र
औरैया,3,219,कृषि क्षेत्र
औरैया,3,220,कृषि क्षेत्र
औरैया,3,222,कृषि क्षेत्र
औरैया,3,223,कृषि क्षेत्र
औरैया,3,224,कृषि क्षेत्र
औरैया,3,225,कृषि क्षेत्र
औरैया,3,226,कृषि क्षेत्र
औरैया,3,227,कृषि क्षेत्र
औरैया,3,228,कृषि क्षेत्र
औरैया,3,229,कृषि क्षेत्र
औरैया,3,230,कृषि क्षेत्र
औरैया,3,231,कृषि क्षेत्र
औरैया,3,232,कृषि क्षेत्र
औरैया,3,233,कृषि क्षेत्र
औरैया,3,234,कृषि क्षेत्र
औरैया,3,236,कृषि क्षेत्र
औरैया,3,237,कृषि क्षेत्र
औरैया,3,238,कृषि क्षेत्र
औरैया,3,239,कृषि क्षेत्र
औरैया,3,241,कृषि क्षेत्र
औरैया,3,243,कृषि क्षेत्र
औरैया,3,244,कृषि क्षेत्र
औरैया,3,245,कृषि क्षेत्र
औरैया,3,246,कृषि क्षेत्र
औरैया,3,247,कृषि क्षेत्र
औरैया,3,251,कृषि क्षेत्र
औरैया,3,252,कृषि क्षेत्र
औरैया,3,253,कृषि क्षेत्र
औरैया,3,254,कृषि क्षेत्र
औरैया,3,255,कृषि क्षेत्र
औरैया,3,256,कृषि क्षेत्र
औरैया,3,257,कृषि क्षेत्र
औरैया,3,259,कृषि क्षेत्र
औरैया,3,260,कृषि क्षेत्र
औरैया,3,261,कृषि क्षेत्र
औरैया,3,262,कृषि क्षेत्र
औरैया,3,263,कृषि क्षेत्र
औरैया,3,265,कृषि क्षेत्र
औरैया,3,266,कृषि क्षेत्र
औरैया,3,267,कृषि क्षेत्र
औरैया,3,268,कृषि क्षेत्र
औरैया,3,270,कृषि क्षेत्र
औरैया,3,272,कृषि क्षेत्र
औरैया,3,273,कृषि क्षेत्र
औरैया,3,274,कृषि क्षेत्र
औरैया,3,276,कृषि क्षेत्र
औरैया,3,277,कृषि क्षेत्र
औरैया,3,278,कृषि क्षेत्र
औरैया,3,280,कृषि क्षेत्र
औरैया,3,281,कृषि क्षेत्र
औरैया,3,282,कृषि क्षेत्र
औरैया,3,283,कृषि क्षेत्र
औरैया,3,284,कृषि क्षेत्र
औरैया,3,285,कृषि क्षेत्र
औरैया,3,286,कृषि क्षेत्र
औरैया,3,287,कृषि क्षेत्र
औरैया,3,288,कृषि क्षेत्र
औरैया,3,289,कृषि क्षेत्र
औरैया,3,291,कृषि क्षेत्र
औरैया,3,292,कृषि क्षेत्र
औरैया,3,293,कृषि क्षेत्र
औरैया,3,297,कृषि क्षेत्र
औरैया,3,298,कृषि क्षेत्र
औरैया,3,299,कृषि क्षेत्र
औरैया,3,301,आवासीय क्षेत्र
औरैया,3,302,कृषि क्षेत्र
औरैया,3,306,कृषि क्षेत्र
औरैया,3,308,कृषि क्षेत्र
औरैया,3,309,कृषि क्षेत्र
औरैया,3,311,कृषि क्षेत्र
औरैया,3,312,कृषि क्षेत्र
औरैया,3,315,कृषि क्षेत्र
औरैया,3,316,कृषि क्षेत्र
औरैया,3,318,कृषि क्षेत्र
औरैया,3,321,कृषि क्षेत्र
औरैया,3,323,कृषि क्षेत्र
औरैया,3,324,कृषि क्षेत्र
औरैया,3,325,कृषि क्षेत्र
औरैया,3,327,कृषि क्षेत्र
औरैया,3,328,कृषि क्षेत्र
औरैया,3,329,कृषि क्षेत्र
औरैया,3,330,कृषि क्षेत्र
औरैया,3,331,कृषि क्षेत्र
औरैया,3,332,कृषि क्षेत्र
औरैया,3,334,आवासीय क्षेत्र
औरैया,3,335,आवासीय क्षेत्र
औरैया,3,340,आवासीय क्षेत्र
औरैया,3,341,आवासीय क्षेत्र
औरैया,3,344,कृषि क्षेत्र
औरैया,3,345,कृषि क्षेत्र
औरैया,3,346,कृषि क्षेत्र
औरैया,3,347,आवासीय क्षेत्र
औरैया,3,350,कृषि क्षेत्र
औरैया,3,351,कृषि क्षेत्र
औरैया,3,352,कृषि क्षेत्र
औरैया,3,353,कृषि क्षेत्र
औरैया,3,354,कृषि क्षेत्र
औरैया,3,355,कृषि क्षेत्र
औरैया,3,356,कृषि क्षेत्र
औरैया,3,357,कृषि क्षेत्र
औरैया,3,367,कृषि क्षेत्र
औरैया,3,377,आवासीय क्षेत्र
औरैया,3,378,आवासीय क्षेत्र
औरैया,3,436,कृषि क्षेत्र
औरैया,3,437,कृषि क्षेत्र
औरैया,3,446,कृषि क्षेत्र
औरैया,3,447,आवासीय क्षेत्र
औरैया,3,448,आवासीय क्षेत्र
औरैया,3,459,कृषि क्षेत्र
औरैया,3,460,कृषि क्षेत्र
औरैया,3,464,कृषि क्षेत्र
औरैया,3,468,कृषि क्षेत्र
औरैया,3,469,कृषि क्षेत्र
औरैया,3,470,कृषि क्षेत्र
औरैया,3,481,कृषि क्षेत्र
औरैया,3,483,कृषि क्षेत्र
औरैया,3,484,कृषि क्षेत्र
औरैया,3,488,कृषि क्षेत्र
औरैया,3,490,कृषि क्षेत्र
औरैया,3,506,कृषि क्षेत्र
औरैया,3,507,कृषि क्षेत्र
औरैया,3,508,कृषि क्षेत्र
औरैया,3,521,कृषि क्षेत्र
औरैया,3,522,कृषि क्षेत्र
औरैया,3,525,कृषि क्षेत्र
औरैया,3,526,कृषि क्षेत्र
औरैया,3,561,कृषि क्षेत्र
औरैया,3,562,कृषि क्षेत्र
औरैया,3,563,कृषि क्षेत्र
औरैया,3,565,कृषि क्षेत्र
औरैया,3,566,कृषि क्षेत्र
औरैया,3,567,कृषि क्षेत्र
औरैया,3,570,कृषि क्षेत्र
औरैया,3,571,आवासीय क्षेत्र
औरैया,3,571,आवासीय क्षेत्र
औरैया,3,573,कृषि क्षेत्र
औरैया,3,574,कृषि क्षेत्र
औरैया,3,582,कृषि क्षेत्र
औरैया,3,588,कृषि क्षेत्र
औरैया,3,590,आवासीय क्षेत्र
औरैया,3,594,कृषि क्षेत्र
औरैया,3,595,कृषि क्षेत्र
औरैया,3,596,आवासीय क्षेत्र
औरैया,3,597,आवासीय क्षेत्र
औरैया,3,605,कृषि क्षेत्र
औरैया,3,606,कृषि क्षेत्र
औरैया,3,611,कृषि क्षेत्र
औरैया,3,613,आवासीय क्षेत्र
औरैया,3,614,कृषि क्षेत्र
औरैया,3,626,कृषि क्षेत्र
औरैया,3,627,कृषि क्षेत्र
औरैया,3,636,कृषि क्षेत्र
औरैया,3,637,कृषि क्षेत्र
औरैया,3,638,कृषि क्षेत्र
औरैया,3,639,कृषि क्षेत्र
औरैया,3,640,कृषि क्षेत्र
औरैया,3,641,कृषि क्षेत्र
औरैया,3,652,कृषि क्षेत्र
औरैया,3,653,आवासीय क्षेत्र
औरैया,3,653,आवासीय क्षेत्र
औरैया,3,654,कृषि क्षेत्र
औरैया,3,671,कृषि क्षेत्र
औरैया,3,672,कृषि क्षेत्र
औरैया,3,678,कृषि क्षेत्र
औरैया,3,679,कृषि क्षेत्र
औरैया,3,683,आवासीय क्षेत्र
औरैया,3,689,कृषि क्षेत्र
औरैया,3,690,कृषि क्षेत्र
औरैया,3,695,कृषि क्षेत्र
औरैया,3,696,कृषि क्षेत्र
औरैया,3,697,कृषि क्षेत्र
औरैया,3,705,कृषि क्षेत्र
औरैया,3,706,कृषि क्षेत्र
औरैया,3,709,कृषि क्षेत्र
औरैया,3,711,कृषि क्षेत्र
औरैया,3,712,कृषि क्षेत्र
औरैया,3,725,कृषि क्षेत्र
औरैया,3,726,कृषि क्षेत्र
औरैया,3,735,कृषि क्षेत्र
औरैया,3,737,कृषि क्षेत्र
औरैया,3,740,कृषि क्षेत्र
औरैया,3,760,कृषि क्षेत्र
औरैया,3,761,कृषि क्षेत्र
औरैया,3,770,कृषि क्षेत्र
औरैया,3,771,कृषि क्षेत्र
औरैया,3,772,कृषि क्षेत्र
औरैया,3,776,कृषि क्षेत्र
औरैया,3,777,कृषि क्षेत्र
औरैया,3,787,कृषि क्षेत्र
औरैया,3,788,कृषि क्षेत्र
औरैया,3,805,कृषि क्षेत्र
औरैया,3,806,कृषि क्षेत्र
औरैया,3,809,कृषि क्षेत्र
औरैया,3,810,कृषि क्षेत्र
औरैया,3,811,आवासीय क्षेत्र
औरैया,3,815,कृषि क्षेत्र
औरैया,3,816,कृषि क्षेत्र
औरैया,3,817,आवासीय क्षेत्र
औरैया,3,818,आवासीय क्षेत्र
औरैया,3,819,कृषि क्षेत्र
औरैया,3,820,कृषि क्षेत्र
औरैया,3,821,कृषि क्षेत्र
औरैया,3,824,कृषि क्षेत्र
औरैया,3,825,कृषि क्षेत्र
औरैया,3,829,आवासीय क्षेत्र
औरैया,3,832,कृषि क्षेत्र
औरैया,3,833,कृषि क्षेत्र
औरैया,3,834,आवासीय क्षेत्र
औरैया,3,835,आवासीय क्षेत्र
औरैया,3,836,कृषि क्षेत्र
औरैया,3,837,कृषि क्षेत्र
औरैया,3,841,कृषि क्षेत्र
औरैया,3,842,कृषि क्षेत्र
औरैया,3,843,कृषि क्षेत्र
औरैया,3,844,कृषि क्षेत्र
औरैया,3,845,कृषि क्षेत्र
औरैया,3,846,कृषि क्षेत्र
औरैया,3,999986,"नदी, खोला, ताल, सिमसार क्षेत्र"
औरैया,3,999996,कृषि क्षेत्र
औरैया,3,999997,सार्वजनिक उपयोगको क्षेत्र
औरैया,5 क,1,आवासीय क्षेत्र
औरैया,5 क,2,आवासीय क्षेत्र
औरैया,5 क,3,आवासीय क्षेत्र
औरैया,5 क,11,कृषि क्षेत्र
औरैया,5 क,13,कृषि क्षेत्र
औरैया,5 क,22,आवासीय क्षेत्र
औरैया,5 क,23,आवासीय क्षेत्र
औरैया,5 क,24,कृषि क्षेत्र
औरैया,5 क,27,कृषि क्षेत्र
औरैया,5 क,28,कृषि क्षेत्र
औरैया,5 क,29,कृषि क्षेत्र
औरैया,5 क,30,कृषि क्षेत्र
औरैया,5 क,35,कृषि क्षेत्र
औरैया,5 क,39,कृषि क्षेत्र
औरैया,5 क,40,कृषि क्षेत्र
औरैया,5 क,42,कृषि क्षेत्र
औरैया,5 क,43,कृषि क्षेत्र
औरैया,5 क,44,कृषि क्षेत्र
औरैया,5 क,47,कृषि क्षेत्र
औरैया,5 क,49,कृषि क्षेत्र
औरैया,5 क,55,कृषि क्षेत्र
औरैया,5 क,57,कृषि क्षेत्र
औरैया,5 क,58,कृषि क्षेत्र
औरैया,5 क,59,कृषि क्षेत्र
औरैया,5 क,61,कृषि क्षेत्र
औरैया,5 क,62,कृषि क्षेत्र
औरैया,5 क,247,सार्वजनिक उपयोगको क्षेत्र
औरैया,5 क,530,कृषि क्षेत्र
औरैया,5 क,540,कृषि क्षेत्र
औरैया,5 क,541,कृषि क्षेत्र
औरैया,5 क,561,कृषि क्षेत्र
औरैया,5 क,575,कृषि क्षेत्र
औरैया,5 क,594,कृषि क्षेत्र
औरैया,5 क,680,कृषि क्षेत्र
औरैया,5 क,785,कृषि क्षेत्र
औरैया,5 क,786,कृषि क्षेत्र
औरैया,5 क,880,कृषि क्षेत्र
औरैया,5 क,881,कृषि क्षेत्र
औरैया,5 क,921,कृषि क्षेत्र
औरैया,5 क,922,कृषि क्षेत्र
औरैया,5 क,923,कृषि क्षेत्र
औरैया,5 क,950,कृषि क्षेत्र
औरैया,5 क,951,कृषि क्षेत्र
औरैया,5 क,952,कृषि क्षेत्र
औरैया,5 क,1074,कृषि क्षेत्र
औरैया,5 क,1075,कृषि क्षेत्र
औरैया,5 क,1080,कृषि क्षेत्र
औरैया,5 क,1081,कृषि क्षेत्र
औरैया,5 क,1103,कृषि क्षेत्र
औरैया,5 क,1104,कृषि क्षेत्र
औरैया,5 क,1396,कृषि क्षेत्र
औरैया,5 क,1422,कृषि क्षेत्र
औरैया,5 क,1423,कृषि क्षेत्र
औरैया,5 क,99999,कृषि क्षेत्र
औरैया,5 क,99999,कृषि क्षेत्र
औरैया,5 क,99999,कृषि क्षेत्र
औरैया,5 क,999730,सार्वजनिक उपयोगको क्षेत्र
तेलकुवा,4,3,आवासीय क्षेत्र
तेलकुवा,4,4,आवासीय क्षेत्र
तेलकुवा,4,5,आवासीय क्षेत्र
तेलकुवा,4,6,आवासीय क्षेत्र
तेलकुवा,4,19,आवासीय क्षेत्र
तेलकुवा,4,20,आवासीय क्षेत्र
तेलकुवा,4,21,आवासीय क्षेत्र
तेलकुवा,4,22,आवासीय क्षेत्र
तेलकुवा,4,24,आवासीय क्षेत्र
तेलकुवा,4,25,आवासीय क्षेत्र
तेलकुवा,4,26,आवासीय क्षेत्र
तेलकुवा,4,28,आवासीय क्षेत्र
तेलकुवा,4,58,कृषि क्षेत्र
तेलकुवा,4,60,कृषि क्षेत्र
तेलकुवा,4,61,कृषि क्षेत्र
तेलकुवा,4,62,कृषि क्षेत्र
तेलकुवा,4,63,आवासीय क्षेत्र
तेलकुवा,4,64,आवासीय क्षेत्र
तेलकुवा,4,65,कृषि क्षेत्र
तेलकुवा,4,66,आवासीय क्षेत्र
तेलकुवा,4,67,कृषि क्षेत्र
तेलकुवा,4,68,कृषि क्षेत्र
तेलकुवा,4,69,कृषि क्षेत्र
तेलकुवा,4,70,कृषि क्षेत्र
तेलकुवा,4,71,कृषि क्षेत्र
तेलकुवा,4,72,कृषि क्षेत्र
तेलकुवा,4,73,कृषि क्षेत्र
तेलकुवा,4,74,कृषि क्षेत्र
तेलकुवा,4,85,कृषि क्षेत्र
तेलकुवा,4,87,कृषि क्षेत्र
तेलकुवा,4,88,कृषि क्षेत्र
तेलकुवा,4,90,कृषि क्षेत्र
तेलकुवा,4,91,कृषि क्षेत्र
तेलकुवा,4,106,आवासीय क्षेत्र
तेलकुवा,4,110,कृषि क्षेत्र
तेलकुवा,4,110,कृषि क्षेत्र
तेलकुवा,4,111,कृषि क्षेत्र
तेलकुवा,4,112,कृषि क्षेत्र
तेलकुवा,4,115,कृषि क्षेत्र
